ID,SystemCodeNumber,LotID,DateTime,Capacity,Occupancy,OccupancyRate,QueueLength,VehicleType,TrafficConditionNearby,IsSpecialDay,Hour,Model1_Price,Model2_Price,Model3_Price,Routing_Suggestion,TrafficLevel_Encoded,VehicleWeight,IsPeakHour,RealtimePrice_Demand,RealtimePrice_Competitive
2634,BHMEURBRD01,2,2016-10-04 13:02:00,470,458,97.44680851063828,8,car,high,0,13,20.0,15.81562053643284,15.024839509611196,0.0,3,1.0,1,15.82,15.62
3946,BHMMBMMBX01,3,2016-10-04 13:02:00,687,651,94.75982532751092,6,truck,average,0,13,20.0,15.395325861649702,15.395325861649702,,2,1.5,1,15.4,15.41
13130,Others-CCCPS202,10,2016-10-04 13:02:00,2937,1367,46.54409261150834,9,car,high,0,13,18.439223697650668,14.772124717251804,14.772124717251804,,3,1.0,1,14.77,14.57
5258,BHMNCPHST01,4,2016-10-04 13:02:00,1200,773,64.41666666666667,7,truck,high,0,13,20.0,15.138419586936212,15.138419586936212,,3,1.5,1,15.14,14.92
10506,Others-CCCPS119a,8,2016-10-04 13:02:00,2803,596,21.262932572244026,8,car,high,0,13,13.67035319300749,13.951859780126428,13.951859780126428,,3,1.0,1,13.95,13.71
3947,BHMMBMMBX01,3,2016-10-04 13:29:00,687,648,94.32314410480348,8,car,high,0,13,20.0,15.75603151678366,15.75603151678366,,3,1.0,1,15.76,15.65
6571,BHMNCPNST01,5,2016-10-04 13:29:00,485,375,77.31958762886599,7,bike,high,0,13,20.0,15.251819656749886,15.251819656749886,,3,0.7,1,15.25,15.16
11,BHMBCCMKT01,0,2016-10-04 13:29:00,577,263,45.58058925476603,7,car,high,0,13,17.493934142114384,14.534983151952767,14.534983151952767,,3,1.0,1,14.53,14.56
5259,BHMNCPHST01,4,2016-10-04 13:29:00,1200,758,63.16666666666667,6,car,average,0,13,20.0,14.496446724189209,14.496446724189209,,2,1.0,1,14.5,14.91
10507,Others-CCCPS119a,8,2016-10-04 13:29:00,2803,581,20.72779165180164,7,car,high,0,13,14.084909026043524,13.813190989687406,13.813190989687406,,3,1.0,1,13.81,13.95
1323,BHMBCCTHL01,1,2016-10-04 13:29:00,387,331,85.52971576227391,7,car,high,0,13,20.0,15.49767501883962,14.72279126789764,0.0,3,1.0,1,15.5,15.54
17067,Shopping,13,2016-10-04 13:29:00,1920,1432,74.58333333333333,9,cycle,high,0,13,20.0,15.3253135302324,15.3253135302324,,3,0.5,1,15.33,15.41
2635,BHMEURBRD01,2,2016-10-04 13:29:00,470,450,95.74468085106383,8,car,high,0,13,20.0,15.783316608745348,14.99415077830808,0.0,3,1.0,1,15.78,15.81
11819,Others-CCCPS135a,9,2016-10-04 13:29:00,3883,3184,81.99845480298738,10,bike,high,0,13,20.0,15.610961644338952,15.149059899208426,,3,0.7,1,15.61,15.41
14443,Others-CCCPS8,11,2016-10-04 13:29:00,1322,811,61.3464447806354,8,truck,high,0,13,20.0,15.160202222752623,15.160202222752623,,3,1.5,1,15.16,15.13
9195,Others-CCCPS105a,7,2016-10-04 13:29:00,2009,1459,72.6231956197113,8,car,high,0,13,20.0,15.303857439839692,15.303857439839692,,3,1.0,1,15.3,15.35
7883,Broad Street,6,2016-10-04 13:29:00,690,648,93.91304347826087,8,cycle,high,0,13,20.0,15.64961151751759,14.86713094164171,1.0,3,0.5,1,15.65,15.76
13131,Others-CCCPS202,10,2016-10-04 13:29:00,2937,1360,46.30575417092271,9,car,high,0,13,19.365338781069124,14.765979140658365,14.765979140658365,,3,1.0,1,14.77,14.81
15755,Others-CCCPS98,12,2016-10-04 13:29:00,3103,1273,41.02481469545601,8,cycle,high,0,13,18.23783435385111,14.38179204542694,14.38179204542694,,3,0.5,1,14.38,14.61
10508,Others-CCCPS119a,8,2016-10-04 14:02:00,2803,576,20.549411344987515,4,car,average,0,14,14.495897252943273,12.920725999369164,12.920725999369164,,2,1.0,1,12.92,13.56
14444,Others-CCCPS8,11,2016-10-04 14:02:00,1322,815,61.64901664145235,4,truck,average,0,14,20.0,14.371258895776176,14.371258895776176,,2,1.5,1,14.37,14.86
5260,BHMNCPHST01,4,2016-10-04 14:02:00,1200,757,63.083333333333336,5,car,average,0,14,20.0,14.383430300980056,14.383430300980056,,2,1.0,1,14.38,14.67
13132,Others-CCCPS202,10,2016-10-04 14:02:00,2937,1352,46.03336738168199,5,car,average,0,14,20.0,13.88406889021961,13.88406889021961,,2,1.0,1,13.88,14.47
6572,BHMNCPNST01,5,2016-10-04 14:02:00,485,381,78.55670103092784,5,car,average,0,14,20.0,14.798137575616174,14.798137575616174,,2,1.0,1,14.8,15.13
15756,Others-CCCPS98,12,2016-10-04 14:02:00,3103,1262,40.67031904608444,5,car,average,0,14,19.0512407347728,13.717991405722994,13.717991405722994,,2,1.0,1,13.72,14.22
11820,Others-CCCPS135a,9,2016-10-04 14:02:00,3883,3145,80.99407674478496,5,truck,average,0,14,20.0,14.98437784247363,14.98437784247363,,2,1.5,1,14.98,15.43
12,BHMBCCMKT01,0,2016-10-04 14:02:00,577,238,41.24783362218371,5,car,high,0,14,18.318890814558056,14.188523995956489,14.188523995956489,,3,1.0,1,14.19,14.43
7884,Broad Street,6,2016-10-04 14:02:00,690,639,92.6086956521739,6,car,high,0,14,20.0,15.56198599589,14.783886696095498,1.0,3,1.0,1,15.56,15.64
17068,Shopping,13,2016-10-04 14:02:00,1920,1430,74.47916666666666,5,car,average,0,14,20.0,14.692429198986352,14.692429198986352,,2,1.0,1,14.69,15.16
9196,Others-CCCPS105a,7,2016-10-04 14:02:00,2009,1452,72.27476356396217,5,car,average,0,14,20.0,14.634215652293378,14.634215652293378,,2,1.0,1,14.63,15.06
1324,BHMBCCTHL01,1,2016-10-04 14:02:00,387,332,85.78811369509044,4,car,average,0,14,20.0,14.880096489759502,14.136091665271527,0.0,2,1.0,1,14.88,15.3
3948,BHMMBMMBX01,3,2016-10-04 14:02:00,687,637,92.72197962154294,6,car,high,0,14,20.0,15.564326109399325,15.564326109399325,,3,1.0,1,15.56,15.57
2636,BHMEURBRD01,2,2016-10-04 14:02:00,470,446,94.8936170212766,4,car,average,0,14,20.0,15.102455901013997,14.347333105963296,0.0,2,1.0,1,15.1,15.57
3949,BHMMBMMBX01,3,2016-10-04 14:29:00,687,627,91.26637554585152,4,truck,average,0,14,20.0,15.134886356128328,15.134886356128328,,2,1.5,1,15.13,15.48
11821,Others-CCCPS135a,9,2016-10-04 14:29:00,3883,3113,80.16997167138811,5,bike,average,0,14,20.0,14.762474073147324,14.762474073147324,,2,0.7,1,14.76,15.12
13133,Others-CCCPS202,10,2016-10-04 14:29:00,2937,1318,44.87572352740892,5,car,average,0,14,20.0,13.8485789255028,13.8485789255028,,2,1.0,1,13.85,14.17
17069,Shopping,13,2016-10-04 14:29:00,1920,1429,74.42708333333333,4,car,average,0,14,20.0,14.58484607732258,14.58484607732258,,2,1.0,1,14.58,14.87
1325,BHMBCCTHL01,1,2016-10-04 14:29:00,387,322,83.20413436692506,3,car,average,0,14,20.0,14.711410600483914,14.24581347862361,,2,1.0,1,14.71,15.03
13,BHMBCCMKT01,0,2016-10-04 14:29:00,577,215,37.26169844020797,3,truck,average,0,14,19.064124783362217,13.514047565496776,13.514047565496776,,2,1.5,1,13.51,14.08
10509,Others-CCCPS119a,8,2016-10-04 14:29:00,2803,560,19.978594363182307,4,car,average,0,14,14.895469140206918,12.900916128491248,12.900916128491248,,2,1.0,1,12.9,13.21
2637,BHMEURBRD01,2,2016-10-04 14:29:00,470,433,92.12765957446808,4,bike,average,0,14,20.0,14.96311720899318,14.21496134854352,0.0,2,0.7,1,14.96,15.28
9197,Others-CCCPS105a,7,2016-10-04 14:29:00,2009,1420,70.68193130910902,7,bike,high,0,14,20.0,15.0974296121777,15.0974296121777,,3,0.7,1,15.1,15.01
7885,Broad Street,6,2016-10-04 14:29:00,690,621,90.0,4,car,average,0,14,20.0,14.984522796578888,14.23529665674994,0.0,2,1.0,1,14.98,15.4
15757,Others-CCCPS98,12,2016-10-04 14:29:00,3103,1238,39.89687399291009,5,car,average,0,14,19.849178214631,13.69369235658828,13.69369235658828,,2,1.0,1,13.69,13.93
14445,Others-CCCPS8,11,2016-10-04 14:29:00,1322,793,59.98487140695915,4,bike,average,0,14,20.0,14.092975659706228,14.092975659706228,,2,0.7,1,14.09,14.54
6573,BHMNCPNST01,5,2016-10-04 14:29:00,485,373,76.90721649484537,4,car,average,0,14,20.0,14.65099389719576,14.65099389719576,,2,1.0,1,14.65,14.9
5261,BHMNCPHST01,4,2016-10-04 14:29:00,1200,760,63.33333333333333,4,car,average,0,14,20.0,14.277387169480132,14.277387169480132,,2,1.0,1,14.28,14.39
1326,BHMBCCTHL01,1,2016-10-04 14:57:00,387,307,79.32816537467701,4,truck,average,0,14,20.0,14.8432659373574,14.351297748122398,,2,1.5,1,14.84,14.81
3950,BHMMBMMBX01,3,2016-10-04 14:57:00,687,593,86.31732168850073,4,cycle,average,0,14,20.0,14.766277611677276,14.766277611677276,,2,0.5,1,14.77,15.15
11822,Others-CCCPS135a,9,2016-10-04 14:57:00,3883,3011,77.54313674993561,6,car,average,0,14,20.0,14.873939195379918,14.873939195379918,,2,1.0,1,14.87,14.87
6574,BHMNCPNST01,5,2016-10-04 14:57:00,485,354,72.98969072164948,4,bike,average,0,14,20.0,14.464133766731836,14.464133766731836,,2,0.7,1,14.46,14.64
17070,Shopping,13,2016-10-04 14:57:00,1920,1381,71.92708333333333,5,car,average,0,14,20.0,14.624965865759949,14.624965865759949,,2,1.0,1,14.62,14.63
10510,Others-CCCPS119a,8,2016-10-04 14:57:00,2803,529,18.872636460934714,4,bike,average,0,14,15.272921869425613,12.757223875829071,12.757223875829071,,2,0.7,1,12.76,12.86
2638,BHMEURBRD01,2,2016-10-04 14:57:00,470,426,90.63829787234042,4,car,average,0,14,20.0,15.000111903848833,14.25010630865639,0.0,2,1.0,1,15.0,15.02
9198,Others-CCCPS105a,7,2016-10-04 14:57:00,2009,1346,66.99850671976108,4,car,average,0,14,20.0,14.381055370705518,14.381055370705518,,2,1.0,1,14.38,14.7
15758,Others-CCCPS98,12,2016-10-04 14:57:00,3103,1169,37.67321946503384,5,car,average,0,14,20.0,13.623349301475534,13.623349301475534,,2,1.0,1,13.62,13.68
7886,Broad Street,6,2016-10-04 14:57:00,690,606,87.82608695652175,5,car,average,0,14,20.0,15.028956025720516,14.277508224434488,0.0,2,1.0,1,15.03,15.19
14446,Others-CCCPS8,11,2016-10-04 14:57:00,1322,753,56.95915279878972,4,cycle,average,0,14,20.0,13.942666816301942,13.942666816301942,,2,0.5,1,13.94,14.13
5262,BHMNCPHST01,4,2016-10-04 14:57:00,1200,727,60.583333333333336,4,car,average,0,14,20.0,14.198256728803225,14.198256728803225,,2,1.0,1,14.2,14.29
13134,Others-CCCPS202,10,2016-10-04 14:57:00,2937,1267,43.13925774599932,7,bike,high,0,14,20.0,14.384995439235473,14.384995439235473,,3,0.7,1,14.38,14.04
14,BHMBCCMKT01,0,2016-10-04 14:57:00,577,192,33.27556325823224,3,bike,average,0,14,19.729636048526864,13.11713553808368,13.11713553808368,,2,0.7,1,13.12,13.61
7887,Broad Street,6,2016-10-04 15:30:00,690,581,84.20289855072464,2,car,low,0,15,20.0,14.216185096963883,14.216185096963883,,1,1.0,1,14.22,14.74
1327,BHMBCCTHL01,1,2016-10-04 15:30:00,387,294,75.96899224806202,2,car,low,0,15,20.0,13.973173239863012,13.973173239863012,,1,1.0,1,13.97,14.51
17071,Shopping,13,2016-10-04 15:30:00,1920,1300,67.70833333333334,3,car,low,0,15,20.0,13.843430814800278,13.843430814800278,,1,1.0,1,13.84,14.35
9199,Others-CCCPS105a,7,2016-10-04 15:30:00,2009,1288,64.11149825783971,3,bike,low,0,15,20.0,13.637270355605384,13.637270355605384,,1,0.7,1,13.64,14.37
15759,Others-CCCPS98,12,2016-10-04 15:30:00,3103,1127,36.31969062197873,3,car,low,0,15,20.0,12.808102707579598,12.808102707579598,,1,1.0,1,12.81,13.37
14447,Others-CCCPS8,11,2016-10-04 15:30:00,1322,716,54.16036308623298,2,car,low,0,15,20.0,13.28126833004955,13.28126833004955,,1,1.0,1,13.28,13.77
2639,BHMEURBRD01,2,2016-10-04 15:30:00,470,411,87.44680851063829,3,car,low,0,15,20.0,14.421452663343304,13.700380030176138,0.0,1,1.0,1,14.42,14.79
6575,BHMNCPNST01,5,2016-10-04 15:30:00,485,338,69.69072164948453,3,car,low,0,15,20.0,13.904132945934872,13.904132945934872,,1,1.0,1,13.9,14.34
3951,BHMMBMMBX01,3,2016-10-04 15:30:00,687,572,83.26055312954877,3,car,average,0,15,20.0,14.712884387812956,14.712884387812956,,2,1.0,1,14.71,14.87
15,BHMBCCMKT01,0,2016-10-04 15:30:00,577,165,28.59618717504333,2,car,low,0,15,20.0,12.38879333041259,12.38879333041259,,1,1.0,1,12.39,13.01
13135,Others-CCCPS202,10,2016-10-04 15:30:00,2937,1213,41.300646918624444,4,car,average,0,15,20.0,13.611493521778948,13.611493521778948,,2,1.0,1,13.61,13.95
5263,BHMNCPHST01,4,2016-10-04 15:30:00,1200,678,56.49999999999999,3,car,low,0,15,20.0,13.489417202933598,13.489417202933598,,1,1.0,1,13.49,13.99
10511,Others-CCCPS119a,8,2016-10-04 15:30:00,2803,511,18.230467356403853,2,car,low,0,15,15.63753121655369,12.005545410489471,12.005545410489471,,1,1.0,1,12.01,12.56
11823,Others-CCCPS135a,9,2016-10-04 15:30:00,3883,2839,73.11357198042751,4,car,low,0,15,20.0,14.126209559977534,14.126209559977534,,1,1.0,1,14.13,14.59
7888,Broad Street,6,2016-10-04 16:04:00,690,534,77.39130434782608,2,car,low,0,16,20.0,14.015881181682133,14.015881181682133,,1,1.0,1,14.02,14.42
6576,BHMNCPNST01,5,2016-10-04 16:04:00,485,317,65.36082474226804,2,car,low,0,16,20.0,13.645177352087872,13.645177352087872,,1,1.0,1,13.65,14.0
1328,BHMBCCTHL01,1,2016-10-04 16:04:00,387,270,69.76744186046511,1,car,low,0,16,20.0,13.658053309350692,13.658053309350692,,1,1.0,1,13.66,14.16
13136,Others-CCCPS202,10,2016-10-04 16:04:00,2937,1121,38.16819884235614,3,truck,average,0,16,20.0,13.543253018323448,13.543253018323448,,2,1.5,1,13.54,13.84
14448,Others-CCCPS8,11,2016-10-04 16:04:00,1322,664,50.22692889561271,2,bike,low,0,16,20.0,13.047355114437874,13.047355114437874,,1,0.7,1,13.05,13.42
5264,BHMNCPHST01,4,2016-10-04 16:04:00,1200,648,54.0,3,bike,low,0,16,20.0,13.309155537497082,13.309155537497082,,1,0.7,1,13.31,13.67
3952,BHMMBMMBX01,3,2016-10-04 16:04:00,687,511,74.38136826783115,3,car,low,0,16,20.0,14.045430654860818,14.045430654860818,,1,1.0,1,14.05,14.51
10512,Others-CCCPS119a,8,2016-10-04 16:04:00,2803,461,16.446664288262575,3,car,average,0,16,15.96646450231894,12.63575800949384,12.63575800949384,,2,1.0,1,12.64,12.47
16,BHMBCCMKT01,0,2016-10-04 16:04:00,577,162,28.07625649913345,1,bike,low,0,16,20.0,12.111836671212204,12.111836671212204,,1,0.7,1,12.11,12.54
2640,BHMEURBRD01,2,2016-10-04 16:04:00,470,376,80.0,3,bike,low,0,16,20.0,14.12287422405928,14.12287422405928,,1,0.7,1,14.12,14.51
15760,Others-CCCPS98,12,2016-10-04 16:04:00,3103,1019,32.83918788269416,3,car,low,0,16,20.0,12.685298153931148,12.685298153931148,,1,1.0,1,12.69,13.04
17072,Shopping,13,2016-10-04 16:04:00,1920,1218,63.4375,3,car,low,0,16,20.0,13.710686172956065,13.710686172956065,,1,1.0,1,13.71,14.06
9200,Others-CCCPS105a,7,2016-10-04 16:04:00,2009,1175,58.4868093578895,3,cycle,low,0,16,20.0,13.39118190570693,13.39118190570693,,1,0.5,1,13.39,13.8
11824,Others-CCCPS135a,9,2016-10-04 16:04:00,3883,2656,68.40072109193922,2,bike,low,0,16,20.0,13.646441768954524,13.646441768954524,,1,0.7,1,13.65,14.22
17,BHMBCCMKT01,0,2016-10-04 16:31:00,577,143,24.783362218370883,2,car,average,0,16,20.0,12.789275135524289,12.789275135524289,,2,1.0,1,12.79,12.43
14449,Others-CCCPS8,11,2016-10-04 16:31:00,1322,618,46.74735249621785,2,truck,low,0,16,20.0,13.200590212234522,13.200590212234522,,1,1.5,1,13.2,13.18
13137,Others-CCCPS202,10,2016-10-04 16:31:00,2937,1015,34.55907388491658,2,car,low,0,16,20.0,12.604062185518377,12.604062185518377,,1,1.0,1,12.6,13.25
15761,Others-CCCPS98,12,2016-10-04 16:31:00,3103,936,30.164357073799547,2,bike,low,0,16,20.0,12.3365158276332,12.3365158276332,,1,0.7,1,12.34,12.61
9201,Others-CCCPS105a,7,2016-10-04 16:31:00,2009,1089,54.20607267297163,2,car,low,0,16,20.0,13.28278898194132,13.28278898194132,,1,1.0,1,13.28,13.44
11825,Others-CCCPS135a,9,2016-10-04 16:31:00,3883,2359,60.75199587947463,3,car,low,0,16,20.0,13.6258535181964,13.6258535181964,,1,1.0,1,13.63,13.8
17073,Shopping,13,2016-10-04 16:31:00,1920,1075,55.989583333333336,2,truck,low,0,16,20.0,13.505257852078543,13.505257852078543,,1,1.5,1,13.51,13.69
1329,BHMBCCTHL01,1,2016-10-04 16:31:00,387,245,63.30749354005169,2,car,low,0,16,20.0,13.579792573357256,13.579792573357256,,1,1.0,1,13.58,13.74
10513,Others-CCCPS119a,8,2016-10-04 16:31:00,2803,406,14.484480913307172,2,truck,low,0,16,16.256154120585084,12.052479121303325,12.052479121303325,,1,1.5,1,12.05,12.23
7889,Broad Street,6,2016-10-04 16:31:00,690,466,67.53623188405797,2,cycle,average,0,16,20.0,14.02021589927702,14.02021589927702,,2,0.5,1,14.02,14.09
3953,BHMMBMMBX01,3,2016-10-04 16:31:00,687,471,68.5589519650655,2,car,low,0,16,20.0,13.745801624040917,13.745801624040917,,1,1.0,1,13.75,14.17
2641,BHMEURBRD01,2,2016-10-04 16:31:00,470,325,69.14893617021278,2,car,low,0,16,20.0,13.76420172042739,13.76420172042739,,1,1.0,1,13.76,14.1
6577,BHMNCPNST01,5,2016-10-04 16:31:00,485,304,62.68041237113402,2,car,low,0,16,20.0,13.559703702358634,13.559703702358634,,1,1.0,1,13.56,13.7
5265,BHMNCPHST01,4,2016-10-04 16:31:00,1200,565,47.083333333333336,2,cycle,average,0,16,20.0,13.37793156435536,13.37793156435536,,2,0.5,1,13.38,13.39
3954,BHMMBMMBX01,3,2016-10-05 07:57:00,687,282,41.04803493449782,2,bike,low,0,7,20.0,11.998705165049891,11.998705165049891,,1,0.7,0,12.0,13.27
14450,Others-CCCPS8,11,2016-10-05 07:57:00,1322,453,34.26626323751891,2,car,low,0,7,20.0,11.856220349388488,11.856220349388488,,1,1.0,0,11.86,12.7
10514,Others-CCCPS119a,8,2016-10-05 07:57:00,2803,246,8.776311095255084,2,bike,low,0,7,16.431680342490186,10.748853666665068,11.314237015142538,,1,0.7,0,10.75,11.81
9202,Others-CCCPS105a,7,2016-10-05 07:57:00,2009,735,36.58536585365854,2,bike,low,0,7,20.0,11.8304304742894,11.8304304742894,,1,0.7,0,11.83,12.83
17074,Shopping,13,2016-10-05 07:57:00,1920,602,31.354166666666668,2,car,low,0,7,20.0,11.745641835047646,11.745641835047646,,1,1.0,0,11.75,12.99
18,BHMBCCMKT01,0,2016-10-05 07:57:00,577,54,9.358752166377815,1,car,low,0,7,20.0,10.732294447033874,10.732294447033874,,1,1.0,0,10.73,11.88
11826,Others-CCCPS135a,9,2016-10-05 07:57:00,3883,1104,28.431625032191604,3,car,low,0,7,20.0,11.786639515317878,11.786639515317878,,1,1.0,0,11.79,13.02
15762,Others-CCCPS98,12,2016-10-05 07:57:00,3103,650,20.94747019013857,2,bike,low,0,7,20.0,11.228112586385423,11.66934687768066,,1,0.7,0,11.23,12.09
1330,BHMBCCTHL01,1,2016-10-05 07:57:00,387,146,37.72609819121447,2,car,low,0,7,20.0,11.986626648307828,11.986626648307828,,1,1.0,0,11.99,13.08
6578,BHMNCPNST01,5,2016-10-05 07:57:00,485,268,55.25773195876289,2,car,low,0,7,20.0,12.629018967446228,12.629018967446228,,1,1.0,0,12.63,13.28
2642,BHMEURBRD01,2,2016-10-05 07:57:00,470,127,27.02127659574468,1,car,low,0,7,20.0,11.425471003540448,11.425471003540448,,1,1.0,0,11.43,13.1
13138,Others-CCCPS202,10,2016-10-05 07:57:00,2937,594,20.2247191011236,2,car,low,0,7,20.0,11.316896837777692,11.740739332812511,,1,1.0,0,11.32,12.49
5266,BHMNCPHST01,4,2016-10-05 07:57:00,1200,229,19.08333333333333,2,car,average,0,7,20.0,11.849295619846892,11.849295619846892,,2,1.0,0,11.85,12.85
7890,Broad Street,6,2016-10-05 07:57:00,690,180,26.08695652173913,2,car,low,0,7,20.0,11.543872190118591,11.543872190118591,,1,1.0,0,11.54,13.19
14451,Others-CCCPS8,11,2016-10-05 08:30:00,1322,487,36.83812405446293,2,car,low,0,8,20.0,12.685260395159768,12.685260395159768,,1,1.0,1,12.69,12.58
5267,BHMNCPHST01,4,2016-10-05 08:30:00,1200,333,27.750000000000004,2,cycle,low,0,8,20.0,12.173982262832862,12.173982262832862,,1,0.5,1,12.17,12.47
7891,Broad Street,6,2016-10-05 08:30:00,690,294,42.60869565217392,2,car,low,0,8,20.0,12.88805707946513,12.88805707946513,,1,1.0,1,12.89,12.82
19,BHMBCCMKT01,0,2016-10-05 08:30:00,577,59,10.22530329289428,1,car,average,0,8,20.0,12.117381996674482,12.117381996674482,,2,1.0,1,12.12,11.88
11827,Others-CCCPS135a,9,2016-10-05 08:30:00,3883,1599,41.17950038629925,2,car,low,0,8,20.0,12.838211990230308,12.838211990230308,,1,1.0,1,12.84,12.75
1331,BHMBCCTHL01,1,2016-10-05 08:30:00,387,169,43.66925064599484,2,car,low,0,8,20.0,12.92487972100319,12.92487972100319,,1,1.0,1,12.92,12.83
17075,Shopping,13,2016-10-05 08:30:00,1920,779,40.57291666666666,2,bike,low,0,8,20.0,12.711308414704856,12.711308414704856,,1,0.7,1,12.71,12.66
9203,Others-CCCPS105a,7,2016-10-05 08:30:00,2009,817,40.66699850671976,2,car,low,0,8,20.0,12.82027591822478,12.82027591822478,,1,1.0,1,12.82,12.64
10515,Others-CCCPS119a,8,2016-10-05 08:30:00,2803,326,11.630396004281128,2,car,low,0,8,16.66428826257581,11.756161741375664,11.756161741375664,,1,1.0,1,11.76,11.52
15763,Others-CCCPS98,12,2016-10-05 08:30:00,3103,760,24.492426683854333,2,car,low,0,8,20.0,12.2383783336603,12.2383783336603,,1,1.0,1,12.24,11.94
6579,BHMNCPNST01,5,2016-10-05 08:30:00,485,273,56.28865979381443,1,car,low,0,8,20.0,13.218757143598932,13.218757143598932,,1,1.0,1,13.22,13.14
2643,BHMEURBRD01,2,2016-10-05 08:30:00,470,201,42.765957446808514,2,truck,low,0,8,20.0,13.065768795144816,13.065768795144816,,1,1.5,1,13.07,12.75
13139,Others-CCCPS202,10,2016-10-05 08:30:00,2937,736,25.059584610146405,2,truck,low,0,8,20.0,12.441992899336672,12.441992899336672,,1,1.5,1,12.44,12.12
3955,BHMMBMMBX01,3,2016-10-05 08:30:00,687,330,48.03493449781659,2,car,low,0,8,20.0,13.074943081640544,13.074943081640544,,1,1.0,1,13.07,12.94
15764,Others-CCCPS98,12,2016-10-05 09:04:00,3103,896,28.87528198517564,4,car,average,0,9,20.0,13.204887240791296,13.204887240791296,,2,1.0,1,13.2,12.22
10516,Others-CCCPS119a,8,2016-10-05 09:04:00,2803,419,14.948269711023904,2,car,low,0,9,16.963253656796287,11.88201142058466,11.88201142058466,,1,1.0,1,11.88,11.46
7892,Broad Street,6,2016-10-05 09:04:00,690,424,61.44927536231884,2,car,low,0,9,20.0,13.520100459921562,13.520100459921562,,1,1.0,1,13.52,12.65
6580,BHMNCPNST01,5,2016-10-05 09:04:00,485,293,60.41237113402062,2,car,low,0,9,20.0,13.486578363395056,13.486578363395056,,1,1.0,1,13.49,13.11
9204,Others-CCCPS105a,7,2016-10-05 09:04:00,2009,949,47.237431557989055,2,car,low,0,9,20.0,13.047714256472087,13.047714256472087,,1,1.0,1,13.05,12.57
3956,BHMMBMMBX01,3,2016-10-05 09:04:00,687,395,57.49636098981077,3,cycle,average,0,9,20.0,13.836905630375052,13.836905630375052,,2,0.5,1,13.84,12.97
11828,Others-CCCPS135a,9,2016-10-05 09:04:00,3883,2142,55.16353335050219,3,car,low,0,9,20.0,13.446003183407411,13.446003183407411,,1,1.0,1,13.45,12.69
14452,Others-CCCPS8,11,2016-10-05 09:04:00,1322,554,41.90620272314675,2,bike,low,0,9,20.0,12.758406970221165,12.758406970221165,,1,0.7,1,12.76,12.44
13140,Others-CCCPS202,10,2016-10-05 09:04:00,2937,928,31.59686755192373,3,cycle,low,0,9,20.0,12.461465705012602,12.461465705012602,,1,0.5,1,12.46,12.07
5268,BHMNCPHST01,4,2016-10-05 09:04:00,1200,470,39.16666666666666,2,bike,low,0,9,20.0,12.66140131899338,12.66140131899338,,1,0.7,1,12.66,12.23
17076,Shopping,13,2016-10-05 09:04:00,1920,975,50.78125,4,car,average,0,9,20.0,13.9068910604349,13.9068910604349,,2,1.0,1,13.91,12.79
1332,BHMBCCTHL01,1,2016-10-05 09:04:00,387,211,54.52196382428941,2,bike,low,0,9,20.0,13.1930142725307,13.1930142725307,,1,0.7,1,13.19,12.7
20,BHMBCCMKT01,0,2016-10-05 09:04:00,577,71,12.305025996533796,2,car,low,0,9,20.0,11.781827445733557,11.781827445733557,,1,1.0,1,11.78,11.54
2644,BHMEURBRD01,2,2016-10-05 09:04:00,470,283,60.21276595744681,2,car,low,0,9,20.0,13.480107872921494,13.480107872921494,,1,1.0,1,13.48,12.66
6581,BHMNCPNST01,5,2016-10-05 09:30:00,485,317,65.36082474226804,2,car,low,0,9,20.0,13.645177352087872,13.645177352087872,,1,1.0,1,13.65,13.45
9205,Others-CCCPS105a,7,2016-10-05 09:30:00,2009,1090,54.25584868093579,3,car,average,0,9,20.0,13.890866748659532,13.890866748659532,,2,1.0,1,13.89,13.25
17077,Shopping,13,2016-10-05 09:30:00,1920,1138,59.27083333333333,3,car,low,0,9,20.0,13.57861969229166,13.57861969229166,,1,1.0,1,13.58,13.4
1333,BHMBCCTHL01,1,2016-10-05 09:30:00,387,256,66.1498708010336,3,bike,low,0,9,20.0,13.701650247208434,13.701650247208434,,1,0.7,1,13.7,13.27
13141,Others-CCCPS202,10,2016-10-05 09:30:00,2937,1083,36.87436159346272,4,car,average,0,9,20.0,13.469125166425371,13.469125166425371,,2,1.0,1,13.47,12.79
11829,Others-CCCPS135a,9,2016-10-05 09:30:00,3883,2552,65.72237960339945,3,car,low,0,9,20.0,13.782037070332787,13.782037070332787,,1,1.0,1,13.78,13.36
2645,BHMEURBRD01,2,2016-10-05 09:30:00,470,347,73.82978723404256,2,cycle,low,0,9,20.0,13.75425460885539,13.75425460885539,,1,0.5,1,13.75,13.43
21,BHMBCCMKT01,0,2016-10-05 09:30:00,577,83,14.384748700173311,2,car,average,0,9,20.0,12.417489486243571,12.417489486243571,,2,1.0,1,12.42,12.11
3957,BHMMBMMBX01,3,2016-10-05 09:30:00,687,464,67.54002911208151,2,car,low,0,9,20.0,13.713904232570837,13.713904232570837,,1,1.0,1,13.71,13.54
15765,Others-CCCPS98,12,2016-10-05 09:30:00,3103,1003,32.3235578472446,3,car,low,0,9,20.0,12.66698096572479,12.66698096572479,,1,1.0,1,12.67,12.7
5269,BHMNCPHST01,4,2016-10-05 09:30:00,1200,584,48.66666666666667,3,car,low,0,9,20.0,13.23142008553679,13.23142008553679,,1,1.0,1,13.23,12.69
