ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,DateTime,Date,Time,Hour,Minute,DayOfWeek,DayName,WeekOfYear,OccupancyRate,VehicleType_Encoded,TrafficLevel_Encoded
5100,BHMMBMMBX01,687,20.0000347,78.00000286,546,car,high,11,1,11-12-2016,13:59:00,2016-12-11 13:59:00,2016-12-11,13:59:00,13,59,6,Sunday,49,79.47598253275109,3,3
5101,BHMMBMMBX01,687,20.0000347,78.00000286,572,cycle,average,6,1,11-12-2016,14:32:00,2016-12-11 14:32:00,2016-12-11,14:32:00,14,32,6,Sunday,49,83.26055312954877,1,2
5102,BHMMBMMBX01,687,20.0000347,78.00000286,592,truck,high,9,1,11-12-2016,14:59:00,2016-12-11 14:59:00,2016-12-11,14:59:00,14,59,6,Sunday,49,86.17176128093159,4,3
5103,BHMMBMMBX01,687,20.0000347,78.00000286,598,bike,low,4,1,11-12-2016,15:25:00,2016-12-11 15:25:00,2016-12-11,15:25:00,15,25,6,Sunday,49,87.04512372634643,2,1
5104,BHMMBMMBX01,687,20.0000347,78.00000286,555,bike,low,4,1,11-12-2016,15:59:00,2016-12-11 15:59:00,2016-12-11,15:59:00,15,59,6,Sunday,49,80.78602620087337,2,1
5105,BHMMBMMBX01,687,20.0000347,78.00000286,512,car,low,3,1,11-12-2016,16:25:00,2016-12-11 16:25:00,2016-12-11,16:25:00,16,25,6,Sunday,49,74.5269286754003,3,1
5106,BHMMBMMBX01,687,20.0000347,78.00000286,270,bike,low,2,0,12-12-2016,08:02:00,2016-12-12 08:02:00,2016-12-12,08:02:00,8,2,0,Monday,50,39.30131004366812,2,1
5107,BHMMBMMBX01,687,20.0000347,78.00000286,315,car,low,2,0,12-12-2016,08:29:00,2016-12-12 08:29:00,2016-12-12,08:29:00,8,29,0,Monday,50,45.851528384279476,3,1
5108,BHMMBMMBX01,687,20.0000347,78.00000286,363,car,low,2,0,12-12-2016,09:02:00,2016-12-12 09:02:00,2016-12-12,09:02:00,9,2,0,Monday,50,52.838427947598255,3,1
5109,BHMMBMMBX01,687,20.0000347,78.00000286,409,cycle,average,3,0,12-12-2016,09:29:00,2016-12-12 09:29:00,2016-12-12,09:29:00,9,29,0,Monday,50,59.53420669577875,1,2
5110,BHMMBMMBX01,687,20.0000347,78.00000286,466,car,low,3,0,12-12-2016,10:02:00,2016-12-12 10:02:00,2016-12-12,10:02:00,10,2,0,Monday,50,67.8311499272198,3,1
5111,BHMMBMMBX01,687,20.0000347,78.00000286,498,car,low,4,0,12-12-2016,10:29:00,2016-12-12 10:29:00,2016-12-12,10:29:00,10,29,0,Monday,50,72.48908296943232,3,1
5112,BHMMBMMBX01,687,20.0000347,78.00000286,519,car,average,5,0,12-12-2016,11:02:00,2016-12-12 11:02:00,2016-12-12,11:02:00,11,2,0,Monday,50,75.54585152838428,3,2
5113,BHMMBMMBX01,687,20.0000347,78.00000286,554,car,average,5,0,12-12-2016,11:29:00,2016-12-12 11:29:00,2016-12-12,11:29:00,11,29,0,Monday,50,80.64046579330422,3,2
5114,BHMMBMMBX01,687,20.0000347,78.00000286,584,cycle,average,5,0,12-12-2016,11:55:00,2016-12-12 11:55:00,2016-12-12,11:55:00,11,55,0,Monday,50,85.00727802037845,1,2
5115,BHMMBMMBX01,687,20.0000347,78.00000286,621,truck,high,9,0,12-12-2016,12:29:00,2016-12-12 12:29:00,2016-12-12,12:29:00,12,29,0,Monday,50,90.39301310043668,4,3
5116,BHMMBMMBX01,687,20.0000347,78.00000286,631,car,high,9,0,12-12-2016,12:56:00,2016-12-12 12:56:00,2016-12-12,12:56:00,12,56,0,Monday,50,91.84861717612809,3,3
5117,BHMMBMMBX01,687,20.0000347,78.00000286,630,bike,high,8,0,12-12-2016,13:29:00,2016-12-12 13:29:00,2016-12-12,13:29:00,13,29,0,Monday,50,91.70305676855895,2,3
5118,BHMMBMMBX01,687,20.0000347,78.00000286,615,bike,average,4,0,12-12-2016,14:02:00,2016-12-12 14:02:00,2016-12-12,14:02:00,14,2,0,Monday,50,89.51965065502183,2,2
5119,BHMMBMMBX01,687,20.0000347,78.00000286,593,bike,high,6,0,12-12-2016,14:29:00,2016-12-12 14:29:00,2016-12-12,14:29:00,14,29,0,Monday,50,86.31732168850073,2,3
5120,BHMMBMMBX01,687,20.0000347,78.00000286,558,bike,average,4,0,12-12-2016,14:55:00,2016-12-12 14:55:00,2016-12-12,14:55:00,14,55,0,Monday,50,81.22270742358079,2,2
5121,BHMMBMMBX01,687,20.0000347,78.00000286,525,car,average,3,0,12-12-2016,15:29:00,2016-12-12 15:29:00,2016-12-12,15:29:00,15,29,0,Monday,50,76.41921397379913,3,2
5122,BHMMBMMBX01,687,20.0000347,78.00000286,516,car,low,2,0,12-12-2016,15:56:00,2016-12-12 15:56:00,2016-12-12,15:56:00,15,56,0,Monday,50,75.10917030567686,3,1
5123,BHMMBMMBX01,687,20.0000347,78.00000286,481,car,average,3,0,12-12-2016,16:29:00,2016-12-12 16:29:00,2016-12-12,16:29:00,16,29,0,Monday,50,70.01455604075691,3,2
5124,BHMMBMMBX01,687,20.0000347,78.00000286,436,car,average,3,0,13-12-2016,08:02:00,2016-12-13 08:02:00,2016-12-13,08:02:00,8,2,1,Tuesday,50,63.464337700145556,3,2
5125,BHMMBMMBX01,687,20.0000347,78.00000286,472,car,low,2,0,13-12-2016,08:29:00,2016-12-13 08:29:00,2016-12-13,08:29:00,8,29,1,Tuesday,50,68.70451237263464,3,1
5126,BHMMBMMBX01,687,20.0000347,78.00000286,526,cycle,low,2,0,13-12-2016,09:02:00,2016-12-13 09:02:00,2016-12-13,09:02:00,9,2,1,Tuesday,50,76.56477438136827,1,1
5127,BHMMBMMBX01,687,20.0000347,78.00000286,564,car,low,3,0,13-12-2016,09:29:00,2016-12-13 09:29:00,2016-12-13,09:29:00,9,29,1,Tuesday,50,82.09606986899564,3,1
5128,BHMMBMMBX01,687,20.0000347,78.00000286,605,car,low,3,0,13-12-2016,09:55:00,2016-12-13 09:55:00,2016-12-13,09:55:00,9,55,1,Tuesday,50,88.06404657933042,3,1
5129,BHMMBMMBX01,687,20.0000347,78.00000286,489,bike,low,3,0,13-12-2016,10:29:00,2016-12-13 10:29:00,2016-12-13,10:29:00,10,29,1,Tuesday,50,71.17903930131004,2,1
5130,BHMMBMMBX01,687,20.0000347,78.00000286,528,cycle,average,5,0,13-12-2016,11:02:00,2016-12-13 11:02:00,2016-12-13,11:02:00,11,2,1,Tuesday,50,76.85589519650655,1,2
5131,BHMMBMMBX01,687,20.0000347,78.00000286,554,car,average,6,0,13-12-2016,11:29:00,2016-12-13 11:29:00,2016-12-13,11:29:00,11,29,1,Tuesday,50,80.64046579330422,3,2
5132,BHMMBMMBX01,687,20.0000347,78.00000286,591,car,high,9,0,13-12-2016,12:02:00,2016-12-13 12:02:00,2016-12-13,12:02:00,12,2,1,Tuesday,50,86.02620087336244,3,3
5133,BHMMBMMBX01,687,20.0000347,78.00000286,611,truck,high,9,0,13-12-2016,12:29:00,2016-12-13 12:29:00,2016-12-13,12:29:00,12,29,1,Tuesday,50,88.93740902474528,4,3
5134,BHMMBMMBX01,687,20.0000347,78.00000286,638,car,high,7,0,13-12-2016,13:02:00,2016-12-13 13:02:00,2016-12-13,13:02:00,13,2,1,Tuesday,50,92.86754002911208,3,3
5135,BHMMBMMBX01,687,20.0000347,78.00000286,660,car,average,6,0,13-12-2016,13:55:00,2016-12-13 13:55:00,2016-12-13,13:55:00,13,55,1,Tuesday,50,96.06986899563319,3,2
5136,BHMMBMMBX01,687,20.0000347,78.00000286,607,car,average,4,0,13-12-2016,14:29:00,2016-12-13 14:29:00,2016-12-13,14:29:00,14,29,1,Tuesday,50,88.35516739446871,3,2
5137,BHMMBMMBX01,687,20.0000347,78.00000286,587,car,average,4,0,13-12-2016,14:56:00,2016-12-13 14:56:00,2016-12-13,14:56:00,14,56,1,Tuesday,50,85.44395924308587,3,2
5138,BHMMBMMBX01,687,20.0000347,78.00000286,565,car,low,2,0,13-12-2016,15:28:00,2016-12-13 15:28:00,2016-12-13,15:28:00,15,28,1,Tuesday,50,82.24163027656476,3,1
5139,BHMMBMMBX01,687,20.0000347,78.00000286,505,car,average,2,0,13-12-2016,16:02:00,2016-12-13 16:02:00,2016-12-13,16:02:00,16,2,1,Tuesday,50,73.5080058224163,3,2
5140,BHMMBMMBX01,687,20.0000347,78.00000286,466,bike,low,2,0,13-12-2016,16:29:00,2016-12-13 16:29:00,2016-12-13,16:29:00,16,29,1,Tuesday,50,67.8311499272198,2,1
5141,BHMMBMMBX01,687,20.0000347,78.00000286,287,truck,average,3,0,14-12-2016,08:03:00,2016-12-14 08:03:00,2016-12-14,08:03:00,8,3,2,Wednesday,50,41.77583697234352,4,2
5142,BHMMBMMBX01,687,20.0000347,78.00000286,337,bike,low,2,0,14-12-2016,08:43:00,2016-12-14 08:43:00,2016-12-14,08:43:00,8,43,2,Wednesday,50,49.053857350800584,2,1
5143,BHMMBMMBX01,687,20.0000347,78.00000286,371,bike,low,2,0,14-12-2016,09:03:00,2016-12-14 09:03:00,2016-12-14,09:03:00,9,3,2,Wednesday,50,54.00291120815138,2,1
5144,BHMMBMMBX01,687,20.0000347,78.00000286,411,bike,low,3,0,14-12-2016,09:29:00,2016-12-14 09:29:00,2016-12-14,09:29:00,9,29,2,Wednesday,50,59.82532751091703,2,1
5145,BHMMBMMBX01,687,20.0000347,78.00000286,479,bike,low,3,0,14-12-2016,10:02:00,2016-12-14 10:02:00,2016-12-14,10:02:00,10,2,2,Wednesday,50,69.72343522561863,2,1
5146,BHMMBMMBX01,687,20.0000347,78.00000286,526,car,average,4,0,14-12-2016,10:30:00,2016-12-14 10:30:00,2016-12-14,10:30:00,10,30,2,Wednesday,50,76.56477438136827,3,2
5147,BHMMBMMBX01,687,20.0000347,78.00000286,587,bike,average,5,0,14-12-2016,11:30:00,2016-12-14 11:30:00,2016-12-14,11:30:00,11,30,2,Wednesday,50,85.44395924308587,2,2
5148,BHMMBMMBX01,687,20.0000347,78.00000286,598,car,high,9,0,14-12-2016,12:02:00,2016-12-14 12:02:00,2016-12-14,12:02:00,12,2,2,Wednesday,50,87.04512372634643,3,3
5149,BHMMBMMBX01,687,20.0000347,78.00000286,636,car,high,9,0,14-12-2016,12:30:00,2016-12-14 12:30:00,2016-12-14,12:30:00,12,30,2,Wednesday,50,92.57641921397381,3,3
5150,BHMMBMMBX01,687,20.0000347,78.00000286,665,car,high,9,0,14-12-2016,13:03:00,2016-12-14 13:03:00,2016-12-14,13:03:00,13,3,2,Wednesday,50,96.79767103347889,3,3
5151,BHMMBMMBX01,687,20.0000347,78.00000286,681,car,high,8,0,14-12-2016,13:29:00,2016-12-14 13:29:00,2016-12-14,13:29:00,13,29,2,Wednesday,50,99.12663755458514,3,3
5152,BHMMBMMBX01,687,20.0000347,78.00000286,685,car,average,5,0,14-12-2016,14:03:00,2016-12-14 14:03:00,2016-12-14,14:03:00,14,3,2,Wednesday,50,99.70887918486171,3,2
5153,BHMMBMMBX01,687,20.0000347,78.00000286,678,bike,average,4,0,14-12-2016,14:30:00,2016-12-14 14:30:00,2016-12-14,14:30:00,14,30,2,Wednesday,50,98.68995633187772,2,2
5154,BHMMBMMBX01,687,20.0000347,78.00000286,652,bike,high,6,0,14-12-2016,14:56:00,2016-12-14 14:56:00,2016-12-14,14:56:00,14,56,2,Wednesday,50,94.90538573508006,2,3
5155,BHMMBMMBX01,687,20.0000347,78.00000286,630,car,low,3,0,14-12-2016,15:30:00,2016-12-14 15:30:00,2016-12-14,15:30:00,15,30,2,Wednesday,50,91.70305676855895,3,1
5156,BHMMBMMBX01,687,20.0000347,78.00000286,612,bike,low,3,0,14-12-2016,15:56:00,2016-12-14 15:56:00,2016-12-14,15:56:00,15,56,2,Wednesday,50,89.08296943231441,2,1
5157,BHMMBMMBX01,687,20.0000347,78.00000286,579,car,low,3,0,14-12-2016,16:30:00,2016-12-14 16:30:00,2016-12-14,16:30:00,16,30,2,Wednesday,50,84.27947598253274,3,1
5158,BHMMBMMBX01,687,20.0000347,78.00000286,333,truck,low,2,0,15-12-2016,07:57:00,2016-12-15 07:57:00,2016-12-15,07:57:00,7,57,3,Thursday,50,48.47161572052402,4,1
5159,BHMMBMMBX01,687,20.0000347,78.00000286,371,car,low,2,0,15-12-2016,08:30:00,2016-12-15 08:30:00,2016-12-15,08:30:00,8,30,3,Thursday,50,54.00291120815138,3,1
5160,BHMMBMMBX01,687,20.0000347,78.00000286,406,car,average,3,0,15-12-2016,09:03:00,2016-12-15 09:03:00,2016-12-15,09:03:00,9,3,3,Thursday,50,59.09752547307132,3,2
5161,BHMMBMMBX01,687,20.0000347,78.00000286,438,car,low,2,0,15-12-2016,09:30:00,2016-12-15 09:30:00,2016-12-15,09:30:00,9,30,3,Thursday,50,63.75545851528385,3,1
5162,BHMMBMMBX01,687,20.0000347,78.00000286,468,car,low,2,0,15-12-2016,09:57:00,2016-12-15 09:57:00,2016-12-15,09:57:00,9,57,3,Thursday,50,68.12227074235808,3,1
5163,BHMMBMMBX01,687,20.0000347,78.00000286,520,car,average,4,0,15-12-2016,10:30:00,2016-12-15 10:30:00,2016-12-15,10:30:00,10,30,3,Thursday,50,75.69141193595343,3,2
5164,BHMMBMMBX01,687,20.0000347,78.00000286,546,car,average,6,0,15-12-2016,11:03:00,2016-12-15 11:03:00,2016-12-15,11:03:00,11,3,3,Thursday,50,79.47598253275109,3,2
5165,BHMMBMMBX01,687,20.0000347,78.00000286,552,bike,average,6,0,15-12-2016,11:26:00,2016-12-15 11:26:00,2016-12-15,11:26:00,11,26,3,Thursday,50,80.34934497816593,2,2
5166,BHMMBMMBX01,687,20.0000347,78.00000286,585,car,average,6,0,15-12-2016,12:00:00,2016-12-15 12:00:00,2016-12-15,12:00:00,12,0,3,Thursday,50,85.1528384279476,3,2
5167,BHMMBMMBX01,687,20.0000347,78.00000286,609,car,high,8,0,15-12-2016,12:26:00,2016-12-15 12:26:00,2016-12-15,12:26:00,12,26,3,Thursday,50,88.64628820960698,3,3
5168,BHMMBMMBX01,687,20.0000347,78.00000286,661,car,high,8,0,15-12-2016,13:00:00,2016-12-15 13:00:00,2016-12-15,13:00:00,13,0,3,Thursday,50,96.21542940320232,3,3
5169,BHMMBMMBX01,687,20.0000347,78.00000286,686,car,high,7,0,15-12-2016,13:26:00,2016-12-15 13:26:00,2016-12-15,13:26:00,13,26,3,Thursday,50,99.85443959243085,3,3
5170,BHMMBMMBX01,687,20.0000347,78.00000286,686,car,average,4,0,15-12-2016,14:00:00,2016-12-15 14:00:00,2016-12-15,14:00:00,14,0,3,Thursday,50,99.85443959243085,3,2
5171,BHMMBMMBX01,687,20.0000347,78.00000286,678,truck,average,4,0,15-12-2016,14:26:00,2016-12-15 14:26:00,2016-12-15,14:26:00,14,26,3,Thursday,50,98.68995633187772,4,2
5172,BHMMBMMBX01,687,20.0000347,78.00000286,674,cycle,high,4,0,15-12-2016,15:00:00,2016-12-15 15:00:00,2016-12-15,15:00:00,15,0,3,Thursday,50,98.10771470160117,1,3
5173,BHMMBMMBX01,687,20.0000347,78.00000286,660,car,low,2,0,15-12-2016,15:26:00,2016-12-15 15:26:00,2016-12-15,15:26:00,15,26,3,Thursday,50,96.06986899563319,3,1
5174,BHMMBMMBX01,687,20.0000347,78.00000286,645,car,low,2,0,15-12-2016,16:03:00,2016-12-15 16:03:00,2016-12-15,16:03:00,16,3,3,Thursday,50,93.88646288209607,3,1
5175,BHMMBMMBX01,687,20.0000347,78.00000286,608,truck,low,3,0,15-12-2016,16:30:00,2016-12-15 16:30:00,2016-12-15,16:30:00,16,30,3,Thursday,50,88.50072780203784,4,1
5176,BHMMBMMBX01,687,20.0000347,78.00000286,322,bike,low,1,0,16-12-2016,07:59:00,2016-12-16 07:59:00,2016-12-16,07:59:00,7,59,4,Friday,50,46.87045123726347,2,1
5177,BHMMBMMBX01,687,20.0000347,78.00000286,350,car,low,1,0,16-12-2016,08:30:00,2016-12-16 08:30:00,2016-12-16,08:30:00,8,30,4,Friday,50,50.94614264919942,3,1
5178,BHMMBMMBX01,687,20.0000347,78.00000286,387,cycle,low,2,0,16-12-2016,09:03:00,2016-12-16 09:03:00,2016-12-16,09:03:00,9,3,4,Friday,50,56.33187772925764,1,1
5179,BHMMBMMBX01,687,20.0000347,78.00000286,422,car,low,2,0,16-12-2016,09:30:00,2016-12-16 09:30:00,2016-12-16,09:30:00,9,30,4,Friday,50,61.42649199417758,3,1
5180,BHMMBMMBX01,687,20.0000347,78.00000286,459,car,low,3,0,16-12-2016,10:03:00,2016-12-16 10:03:00,2016-12-16,10:03:00,10,3,4,Friday,50,66.8122270742358,3,1
5181,BHMMBMMBX01,687,20.0000347,78.00000286,475,car,low,3,0,16-12-2016,10:29:00,2016-12-16 10:29:00,2016-12-16,10:29:00,10,29,4,Friday,50,69.14119359534206,3,1
5182,BHMMBMMBX01,687,20.0000347,78.00000286,502,car,average,5,0,16-12-2016,11:03:00,2016-12-16 11:03:00,2016-12-16,11:03:00,11,3,4,Friday,50,73.07132459970887,3,2
5183,BHMMBMMBX01,687,20.0000347,78.00000286,500,car,average,5,0,16-12-2016,11:30:00,2016-12-16 11:30:00,2016-12-16,11:30:00,11,30,4,Friday,50,72.7802037845706,3,2
5184,BHMMBMMBX01,687,20.0000347,78.00000286,514,car,average,6,0,16-12-2016,11:56:00,2016-12-16 11:56:00,2016-12-16,11:56:00,11,56,4,Friday,50,74.81804949053857,3,2
5185,BHMMBMMBX01,687,20.0000347,78.00000286,514,bike,high,8,0,16-12-2016,12:30:00,2016-12-16 12:30:00,2016-12-16,12:30:00,12,30,4,Friday,50,74.81804949053857,2,3
5186,BHMMBMMBX01,687,20.0000347,78.00000286,521,car,average,6,0,16-12-2016,12:56:00,2016-12-16 12:56:00,2016-12-16,12:56:00,12,56,4,Friday,50,75.83697234352256,3,2
5187,BHMMBMMBX01,687,20.0000347,78.00000286,537,bike,high,8,0,16-12-2016,13:30:00,2016-12-16 13:30:00,2016-12-16,13:30:00,13,30,4,Friday,50,78.16593886462883,2,3
5188,BHMMBMMBX01,687,20.0000347,78.00000286,552,car,average,5,0,16-12-2016,13:56:00,2016-12-16 13:56:00,2016-12-16,13:56:00,13,56,4,Friday,50,80.34934497816593,3,2
5189,BHMMBMMBX01,687,20.0000347,78.00000286,571,cycle,average,5,0,16-12-2016,14:30:00,2016-12-16 14:30:00,2016-12-16,14:30:00,14,30,4,Friday,50,83.11499272197962,1,2
5190,BHMMBMMBX01,687,20.0000347,78.00000286,551,truck,average,4,0,16-12-2016,14:56:00,2016-12-16 14:56:00,2016-12-16,14:56:00,14,56,4,Friday,50,80.2037845705968,4,2
5191,BHMMBMMBX01,687,20.0000347,78.00000286,534,car,low,2,0,16-12-2016,15:30:00,2016-12-16 15:30:00,2016-12-16,15:30:00,15,30,4,Friday,50,77.72925764192141,3,1
5192,BHMMBMMBX01,687,20.0000347,78.00000286,497,car,low,2,0,16-12-2016,16:03:00,2016-12-16 16:03:00,2016-12-16,16:03:00,16,3,4,Friday,50,72.34352256186317,3,1
5193,BHMMBMMBX01,687,20.0000347,78.00000286,453,truck,low,2,0,16-12-2016,16:30:00,2016-12-16 16:30:00,2016-12-16,16:30:00,16,30,4,Friday,50,65.93886462882097,4,1
5194,BHMMBMMBX01,687,20.0000347,78.00000286,264,car,low,1,0,17-12-2016,07:59:00,2016-12-17 07:59:00,2016-12-17,07:59:00,7,59,5,Saturday,50,38.427947598253276,3,1
5195,BHMMBMMBX01,687,20.0000347,78.00000286,266,car,low,2,0,17-12-2016,08:26:00,2016-12-17 08:26:00,2016-12-17,08:26:00,8,26,5,Saturday,50,38.719068413391554,3,1
5196,BHMMBMMBX01,687,20.0000347,78.00000286,286,bike,low,3,0,17-12-2016,09:00:00,2016-12-17 09:00:00,2016-12-17,09:00:00,9,0,5,Saturday,50,41.630276564774384,2,1
5197,BHMMBMMBX01,687,20.0000347,78.00000286,305,cycle,low,2,0,17-12-2016,09:26:00,2016-12-17 09:26:00,2016-12-17,09:26:00,9,26,5,Saturday,50,44.395924308588064,1,1
5198,BHMMBMMBX01,687,20.0000347,78.00000286,320,truck,average,3,0,17-12-2016,09:59:00,2016-12-17 09:59:00,2016-12-17,09:59:00,9,59,5,Saturday,50,46.57933042212518,4,2
5199,BHMMBMMBX01,687,20.0000347,78.00000286,335,car,average,4,0,17-12-2016,10:33:00,2016-12-17 10:33:00,2016-12-17,10:33:00,10,33,5,Saturday,50,48.7627365356623,3,2
5200,BHMMBMMBX01,687,20.0000347,78.00000286,334,car,average,5,0,17-12-2016,11:00:00,2016-12-17 11:00:00,2016-12-17,11:00:00,11,0,5,Saturday,50,48.617176128093156,3,2
5201,BHMMBMMBX01,687,20.0000347,78.00000286,353,cycle,average,5,0,17-12-2016,11:33:00,2016-12-17 11:33:00,2016-12-17,11:33:00,11,33,5,Saturday,50,51.382823871906844,1,2
5202,BHMMBMMBX01,687,20.0000347,78.00000286,370,bike,high,8,0,17-12-2016,12:00:00,2016-12-17 12:00:00,2016-12-17,12:00:00,12,0,5,Saturday,50,53.85735080058224,2,3
5203,BHMMBMMBX01,687,20.0000347,78.00000286,390,car,high,8,0,17-12-2016,12:26:00,2016-12-17 12:26:00,2016-12-17,12:26:00,12,26,5,Saturday,50,56.76855895196506,3,3
5204,BHMMBMMBX01,687,20.0000347,78.00000286,412,car,high,8,0,17-12-2016,13:00:00,2016-12-17 13:00:00,2016-12-17,13:00:00,13,0,5,Saturday,50,59.97088791848617,3,3
5205,BHMMBMMBX01,687,20.0000347,78.00000286,433,car,high,8,0,17-12-2016,13:27:00,2016-12-17 13:27:00,2016-12-17,13:27:00,13,27,5,Saturday,50,63.02765647743813,3,3
5206,BHMMBMMBX01,687,20.0000347,78.00000286,470,bike,high,6,0,17-12-2016,14:00:00,2016-12-17 14:00:00,2016-12-17,14:00:00,14,0,5,Saturday,50,68.41339155749637,2,3
5207,BHMMBMMBX01,687,20.0000347,78.00000286,498,car,high,6,0,17-12-2016,14:30:00,2016-12-17 14:30:00,2016-12-17,14:30:00,14,30,5,Saturday,50,72.48908296943232,3,3
5208,BHMMBMMBX01,687,20.0000347,78.00000286,519,car,low,2,0,17-12-2016,15:03:00,2016-12-17 15:03:00,2016-12-17,15:03:00,15,3,5,Saturday,50,75.54585152838428,3,1
5209,BHMMBMMBX01,687,20.0000347,78.00000286,544,car,low,3,0,17-12-2016,15:30:00,2016-12-17 15:30:00,2016-12-17,15:30:00,15,30,5,Saturday,50,79.1848617176128,3,1
5210,BHMMBMMBX01,687,20.0000347,78.00000286,565,car,low,3,0,17-12-2016,15:57:00,2016-12-17 15:57:00,2016-12-17,15:57:00,15,57,5,Saturday,50,82.24163027656476,3,1
5211,BHMMBMMBX01,687,20.0000347,78.00000286,573,truck,low,2,0,17-12-2016,16:30:00,2016-12-17 16:30:00,2016-12-17,16:30:00,16,30,5,Saturday,50,83.4061135371179,4,1
5212,BHMMBMMBX01,687,20.0000347,78.00000286,264,cycle,low,3,1,18-12-2016,08:03:00,2016-12-18 08:03:00,2016-12-18,08:03:00,8,3,6,Sunday,50,38.427947598253276,1,1
5213,BHMMBMMBX01,687,20.0000347,78.00000286,261,car,low,3,1,18-12-2016,08:30:00,2016-12-18 08:30:00,2016-12-18,08:30:00,8,30,6,Sunday,50,37.99126637554585,3,1
5214,BHMMBMMBX01,687,20.0000347,78.00000286,260,bike,low,3,1,18-12-2016,08:56:00,2016-12-18 08:56:00,2016-12-18,08:56:00,8,56,6,Sunday,50,37.84570596797671,2,1
5215,BHMMBMMBX01,687,20.0000347,78.00000286,259,cycle,low,3,1,18-12-2016,09:30:00,2016-12-18 09:30:00,2016-12-18,09:30:00,9,30,6,Sunday,50,37.70014556040756,1,1
5216,BHMMBMMBX01,687,20.0000347,78.00000286,267,car,low,3,1,18-12-2016,09:56:00,2016-12-18 09:56:00,2016-12-18,09:56:00,9,56,6,Sunday,50,38.864628820960704,3,1
5217,BHMMBMMBX01,687,20.0000347,78.00000286,288,cycle,average,5,1,18-12-2016,10:30:00,2016-12-18 10:30:00,2016-12-18,10:30:00,10,30,6,Sunday,50,41.92139737991266,1,2
5218,BHMMBMMBX01,687,20.0000347,78.00000286,313,car,average,7,1,18-12-2016,11:03:00,2016-12-18 11:03:00,2016-12-18,11:03:00,11,3,6,Sunday,50,45.56040756914119,3,2
5219,BHMMBMMBX01,687,20.0000347,78.00000286,329,car,average,7,1,18-12-2016,11:30:00,2016-12-18 11:30:00,2016-12-18,11:30:00,11,30,6,Sunday,50,47.88937409024746,3,2
5220,BHMMBMMBX01,687,20.0000347,78.00000286,345,car,high,11,1,18-12-2016,12:03:00,2016-12-18 12:03:00,2016-12-18,12:03:00,12,3,6,Sunday,50,50.21834061135371,3,3
5221,BHMMBMMBX01,687,20.0000347,78.00000286,380,car,high,11,1,18-12-2016,12:30:00,2016-12-18 12:30:00,2016-12-18,12:30:00,12,30,6,Sunday,50,55.31295487627366,3,3
5222,BHMMBMMBX01,687,20.0000347,78.00000286,431,bike,high,11,1,18-12-2016,12:56:00,2016-12-18 12:56:00,2016-12-18,12:56:00,12,56,6,Sunday,50,62.73653566229985,2,3
5223,BHMMBMMBX01,687,20.0000347,78.00000286,476,car,high,10,1,18-12-2016,13:30:00,2016-12-18 13:30:00,2016-12-18,13:30:00,13,30,6,Sunday,50,69.28675400291121,3,3
5224,BHMMBMMBX01,687,20.0000347,78.00000286,520,truck,high,9,1,18-12-2016,14:03:00,2016-12-18 14:03:00,2016-12-18,14:03:00,14,3,6,Sunday,50,75.69141193595343,4,3
5225,BHMMBMMBX01,687,20.0000347,78.00000286,558,truck,average,6,1,18-12-2016,14:30:00,2016-12-18 14:30:00,2016-12-18,14:30:00,14,30,6,Sunday,50,81.22270742358079,4,2
5226,BHMMBMMBX01,687,20.0000347,78.00000286,567,car,average,6,1,18-12-2016,14:56:00,2016-12-18 14:56:00,2016-12-18,14:56:00,14,56,6,Sunday,50,82.53275109170306,3,2
5227,BHMMBMMBX01,687,20.0000347,78.00000286,548,car,average,5,1,18-12-2016,15:30:00,2016-12-18 15:30:00,2016-12-18,15:30:00,15,30,6,Sunday,50,79.76710334788937,3,2
5228,BHMMBMMBX01,687,20.0000347,78.00000286,528,car,low,3,1,18-12-2016,16:03:00,2016-12-18 16:03:00,2016-12-18,16:03:00,16,3,6,Sunday,50,76.85589519650655,3,1
5229,BHMMBMMBX01,687,20.0000347,78.00000286,509,truck,low,3,1,18-12-2016,16:30:00,2016-12-18 16:30:00,2016-12-18,16:30:00,16,30,6,Sunday,50,74.09024745269286,4,1
5230,BHMMBMMBX01,687,20.0000347,78.00000286,293,car,average,3,0,19-12-2016,08:03:00,2016-12-19 08:03:00,2016-12-19,08:03:00,8,3,0,Monday,51,42.64919941775837,3,2
5231,BHMMBMMBX01,687,20.0000347,78.00000286,344,car,low,2,0,19-12-2016,08:30:00,2016-12-19 08:30:00,2016-12-19,08:30:00,8,30,0,Monday,51,50.072780203784575,3,1
5232,BHMMBMMBX01,687,20.0000347,78.00000286,402,car,average,3,0,19-12-2016,09:03:00,2016-12-19 09:03:00,2016-12-19,09:03:00,9,3,0,Monday,51,58.515283842794766,3,2
5233,BHMMBMMBX01,687,20.0000347,78.00000286,437,car,low,2,0,19-12-2016,09:30:00,2016-12-19 09:30:00,2016-12-19,09:30:00,9,30,0,Monday,51,63.6098981077147,3,1
5234,BHMMBMMBX01,687,20.0000347,78.00000286,471,bike,low,3,0,19-12-2016,09:56:00,2016-12-19 09:56:00,2016-12-19,09:56:00,9,56,0,Monday,51,68.5589519650655,2,1
